PolicyEntropy,_max_adv,ValFuncLoss,_max_obs,_mean_adv,_min_discrew,_std_adv,ExplainedVarNew,_max_act,_Episode,_mean_discrew,KL,PolicyLoss,_std_act,_max_discrew,_min_obs,ExplainedVarOld,_std_discrew,_min_adv,Beta,_lr_multiplier,_mean_obs,Steps,_min_act,_MeanReward,_mean_act,_std_obs
0.9207153,4.6291049955968475,0.0859108254002633,0.7325535406664159,-2.9192388486446185e-18,-10.000000000000009,0.9999897599753895,0.9173124317688531,2.0914478,220,-0.8168467657125121,0.0009923732,-0.0004921355,0.3890784,-0.0050000000000000044,-0.5442823545894973,0.8748716445501253,0.9879497442484403,-11.209275651781848,0.2962962962962963,1.0,0.04574921846618381,9736,-2.2508385,-586.75,0.020067416,0.08957377313224928
0.926124,8.670077238032361,0.07902059449862085,1.4989999999999457,-3.9886619672525575e-17,-10.000000000000009,0.9999947298435785,0.9076474309261143,2.4939978,240,-0.8521077870403089,0.012855118,-0.00979102,0.4003025,-0.0050000000000000044,-0.55466705785431,-1.406591918222181,0.8546090998746708,-8.186065176305316,0.4444444444444444,1.0,0.03163937298837955,11401,-2.33155,-670.0,-0.0014620117,0.10534627882268588
0.9345186,4.612575016225614,0.0019717172457524904,0.7470281897122385,1.3153070907484317e-17,-0.9461908570597792,0.9999648306667213,0.9695892729876782,2.2366788,260,-0.6420829957466406,0.0013763469,-0.0007733454,0.394962,-0.0050000000000000044,-0.5028786926916753,0.8901816325459785,0.06412767957993679,-6.728102233992185,0.2962962962962963,1.0,0.06690550230614609,10264,-2.975667,-513.2,0.0026272696,0.09593704586205418
0.9385382,15.310472353418657,0.0020609316932000653,1.5519999999999399,-9.262411416132967e-18,-0.9995838552710024,0.9999924984676843,0.9708059244357337,2.5587885,280,-0.6984984265855567,0.0026597462,-0.0016262518,0.4179484,-0.0050000000000000044,-0.5124832505388323,-7.993727846290904,0.06991927760169592,-1.8371557879104048,0.2962962962962963,1.0,0.0514516258879637,12274,-2.4451814,-613.7,-0.048610013,0.11795958511932217
0.9351259,12.032923225624188,0.001356347748013171,1.6219999999999322,7.517644885488628e-18,-0.9997070051071401,0.9999121043914158,0.9801915119368556,2.4566472,300,-0.6749225695551021,0.0016925214,-0.0012752907,0.4353379,-0.0050000000000000044,-0.5174836677768301,0.974844645207127,0.06832830164457653,-13.373524458910294,0.2962962962962963,1.0,0.06355044576773765,11342,-2.5252857,-567.1,-0.031949583,0.11622621872100221
0.9408776,4.023222140051261,0.0006609055189246443,0.7627690688612344,2.020227112234241e-17,-0.9355496666561186,0.9999080416283703,0.99050881804296,2.8143873,320,-0.6302792343121106,0.011181177,-0.006308608,0.42385474,-0.0050000000000000044,-0.5244449478473227,0.9785298282028906,0.06339519677032468,-6.387570916564948,0.4444444444444444,1.0,0.06369458523968825,9848,-2.3475914,-492.4,0.00047415547,0.09089331416827556
0.94084054,10.73357491951645,0.000537666365936587,0.7630197605983872,8.865543438547017e-17,-0.9171922221239492,0.9999226948888641,0.9920219810726123,2.6117659,340,-0.6137011999266682,0.003199719,-0.0010376772,0.41840875,-0.0050000000000000044,-0.532311586574055,0.9758265463617997,0.062234689231557797,-6.181687720865729,0.4444444444444444,1.0,0.05315398513303406,9297,-2.4703913,-464.85,0.022922942,0.0873483980482697
0.93977743,3.1756144573332903,0.0021139095196718513,1.4629999999999497,0.0,-0.9993498849623075,0.9999581785727342,0.9705611217757659,2.300415,360,-0.6709745979984392,0.0031195302,-0.0010676065,0.4437249,-0.0050000000000000044,-0.5362306460700165,0.8857678041721126,0.07161461499404081,-21.272742686849025,0.4444444444444444,1.0,0.04072138599809189,10919,-2.7476237,-545.95,-0.01662965,0.10729116485946383
0.93831515,12.814917202533964,0.0019965491856029105,1.423999999999954,-5.322417496330339e-18,-0.9992095214991222,0.9999289578385745,0.9721629092599747,2.5231488,380,-0.6653763028901918,0.000508242,-0.00029962705,0.45266992,-0.0050000000000000044,-0.5388457069240395,0.9515677406142619,0.07172256748451322,-7.638756326727783,0.2962962962962963,1.0,0.026065459071105745,10680,-2.3442245,-534.0,-0.020540096,0.10991371564992244
0.9374119,11.008999203575867,0.0011299557136542986,1.414999999999955,-2.655682982492069e-17,-0.9991730441268794,0.9999077762228508,0.9843277444230932,2.4499612,400,-0.6319196314379918,0.0013239832,-0.0013333617,0.4546083,-0.0050000000000000044,-0.5356956053820066,0.9757797598923991,0.06799775819290683,-5.850239035038175,0.19753086419753085,1.0,0.0369769282543087,9632,-2.491092,-481.6,0.022107694,0.1011962434644601
0.9325826,5.915104551882295,0.0017225998980128804,1.4529999999999508,9.919451856000003e-18,-0.9993164671294436,0.9999182930586429,0.9770365943467515,2.6880856,420,-0.6886758307954238,0.002538232,-0.0011627382,0.43731648,-0.0050000000000000044,-0.5323654223766389,0.94984470925271,0.07409156901528115,-11.692450381488962,0.19753086419753085,1.0,0.035840344774295485,11461,-2.6608162,-573.05,0.009952592,0.10643349690373938
0.92668056,4.022597585186685,0.00038161990183178604,0.773933551061094,3.522216438902685e-17,-0.8870099698859897,0.9998723486706683,0.9951990801675944,2.387139,440,-0.5794236955449161,0.00912589,-0.0036327008,0.4442386,-0.0050000000000000044,-0.5300052130759155,0.9878361378841005,0.05929318639614586,-4.7101211386359685,0.2962962962962963,1.0,0.04696483533975973,8271,-2.1641526,-413.55,0.08180767,0.0795753113575954
