_min_act,_std_adv,_max_obs,PolicyEntropy,_mean_adv,_min_obs,ExplainedVarOld,_max_discrew,_mean_obs,_std_act,_min_adv,_MeanReward,_mean_discrew,_min_discrew,_Episode,_std_obs,_mean_act,_lr_multiplier,PolicyLoss,_std_discrew,Beta,KL,Steps,ValFuncLoss,_max_act,ExplainedVarNew,_max_adv
-2.3532312,0.9998807079198829,1.0123961606232674,0.92074347,-4.631583057183086e-18,-0.43125873300920703,0.9851294528581579,-0.0050000000000000044,0.07536201970026096,0.44921333,-7.0706331454914215,-613.65,-0.6907223709519059,-0.9609578934383043,220,0.07818215905279621,-0.13159275,1.0,-0.0026332312,0.06573679139019473,0.6666666666666666,0.003911548,12273,0.00028538087971587237,2.2260435,0.9960288145578439,5.101576662579156
-2.8935113,0.9998645063380801,0.9963712807105762,0.92658365,-3.3589729193454004e-17,-0.435862926457308,0.9873325655677013,-0.0050000000000000044,0.07618243838689255,0.45421398,-5.026983483629037,-592.3,-0.6813822369193178,-0.9570567698739302,240,0.07773293631620759,-0.14348662,1.0,-0.00552437,0.06559804846270373,0.6666666666666666,0.005155833,11846,0.0006937237876375129,2.214397,0.990162517593096,5.387914575787277
-2.5033317,0.9998750198407593,0.9746971678233786,0.9298472,5.082566064092276e-17,-0.43843191459019015,0.9897474872787462,-0.0050000000000000044,0.06664418885702425,0.46319267,-1.5707020258426754,-559.2,-0.6657810255551941,-0.947785086938788,260,0.07676918221262768,-0.12880258,1.0,-0.0007476676,0.06512337686983503,0.6666666666666666,0.0017983443,11184,0.0006883107184431872,2.1823306,0.9961417411535519,12.78903716972825
-2.5368366,0.9998087253867285,0.9611050519706769,0.92921996,-5.711862678988656e-17,-0.4393495715117301,0.9958227266777994,-0.0050000000000000044,0.06373676833980518,0.4751063,-3.998896045528931,-547.35,-0.6598727467159379,-0.9451010862058197,280,0.07628322188236203,-0.11051255,1.0,-0.005533421,0.06488563076796904,1.0,0.012471129,10947,0.0001280629689426882,2.4151075,0.9983376938652871,3.779833223161992
-2.805561,0.9997862549724226,0.9505952485476167,0.9267404,6.58672292709247e-17,-0.43997458958175845,0.9964718734044329,-0.0050000000000000044,0.058041243585833256,0.47750616,-3.327966372357066,-517.8,-0.644414419964899,-0.9368290379578799,300,0.0755720407689446,-0.08745046,1.0,-0.000812598,0.06416076567078581,0.6666666666666666,0.00066488486,10356,0.0001702377172759545,2.554378,0.9982124345416162,6.600975021059235
-2.620626,0.9996579859428875,0.941280069416243,0.92518336,3.514754332014742e-18,-0.43892020929129816,0.9981516752306161,-0.0050000000000000044,0.05946919015426817,0.47785184,-5.168859382814916,-505.4,-0.6375743442276902,-0.9301677756121697,320,0.07511610594385561,-0.06531652,1.0,-0.006181181,0.06378050935171924,1.0,0.012346248,10108,0.00010367510282021352,2.600025,0.9984728705409822,4.899192158328964
-3.030843,0.9997319162190962,0.9323145456898531,0.9281438,2.2066544588822986e-17,-0.4380047762330729,0.9979843532340517,-0.0050000000000000044,0.055751665615096174,0.48745763,-2.6443541003981488,-483.0,-0.6246479799358932,-0.9216344801628249,340,0.0749092107426078,-0.03168596,1.0,-0.001654149,0.06296684109450666,1.0,0.0020365177,9660,8.19649487958088e-05,2.5422192,0.9987671635714148,10.322979425325357
-2.3536289,0.9996288978117521,0.9235154570617844,0.9257862,3.0524873193431433e-18,-0.4353508548695007,0.9986075447932997,-0.0050000000000000044,0.05506993335349274,0.4651217,-4.22711483192368,-465.55,-0.6140413637987584,-0.9102774023705346,360,0.07370390475907367,-0.016664732,1.0,-0.004088081,0.06221183877769283,1.0,0.0046491562,9311,5.975479138192497e-05,2.2898276,0.999051462055307,8.206028816756762
-2.6176176,0.9995979447802193,0.915908208894732,0.9216616,3.1565647968018665e-18,-0.4323417720372156,0.9983670545553927,-0.0050000000000000044,0.05449740561203497,0.4659774,-4.69517110440619,-450.2,-0.6043362938001395,-0.9056653958826756,380,0.07236947314884808,-0.014360366,1.0,-0.004845359,0.06147552001302544,1.0,0.0054243277,9004,7.319362617393119e-05,2.3993492,0.9988719973137892,5.144506506099185
-2.5732696,0.9997706508389775,0.9078728533806316,0.92380965,-4.094875148456087e-18,-0.4290744704768786,0.9953506670971408,-0.0050000000000000044,0.05494159930800544,0.44902232,-7.488804937305602,-433.8,-0.5934681010951353,-0.8982990944193598,400,0.06949486907644967,-0.015981982,1.0,-0.002338222,0.06055560809541959,1.0,0.0025311995,8676,0.00020913861645374386,2.3786108,0.9968098932144226,7.519251048197364
